foundation_id,ein,organization_name,tax_period_begin,tax_period_end,address_line1,address_line2,city,state,zip,phone,website,formation_year,legal_domicile_state,total_assets_boy,total_assets_eoy,total_liabilities_eoy,net_assets_eoy,fair_market_value_eoy,total_revenue,total_expenses,investment_income,distributable_amount,total_distributions,undistributed_income,is_private_operating_foundation,is_501c3,mission_description,leader_ids,source_file
71c221a1-cf30-4dc0-bbfd-bf27da4d8313,566036548,TA WOODBERRY FOREST SCH W B SHUFORD,2023-09-01,2024-08-31,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,,1910005,1941070,0,,2261948,,,,,94026,,false,,,"[""338df4c8-a0e6-478d-8e58-ab9ee770eaaf""]",202413589349100211_public.xml
53a26f36-9b31-4368-99c0-043d980d85a6,260886415,MAKE A DIFFERENCE FUND,2023-01-01,2023-12-31,511 TARRYTOWN CENTER,,ROCKY MOUNT,NC,27804,9195717055,,,,3184572,3014831,0,,3014831,,,,,264660,,0,,,"[""dd5aa01f-cc44-4310-bd2c-2d98832fb570""]",202413589349100301_public.xml
0f3fdab6-fe61-477d-adff-2b1d23e56557,990494431,FRANKLIN ROTARY FOUNDATION,2023-12-31,2023-12-31,1283 LIBERTY ST,,FRANKLIN,PA,16323,8142264039,,,,,0,0,,0,,,,,0,,false,,,"[""d114e561-5b63-43c4-b669-012ae8093f88"", ""8f900c7c-6e78-450b-815c-2a54c56e74b9"", ""c387d2be-bc3e-41de-8936-6dd1490d4167"", ""ff1dfac5-11bf-46db-a9ad-0255f27ede0f""]",202413589349100306_public.xml
6fafab90-f96e-480e-8f7a-ba39ae76f8b1,046091592,PERMANENT SCIENCE FUND TR UDECL,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,2789964,2768749,0,,2947037,,,,,132216,,false,,,"[""ab0131b6-a4e2-4f50-8e18-43525849e468""]",202413589349100311_public.xml
973b6988-9269-49d8-9428-245f2b69737e,237435737,WALKER SCHOLARSHIP GRANT,2023-09-01,2024-08-31,PO BOX 0634,,MILWAUKEE,WI,532010634,,,,,55061,54831,0,,51360,,,,,91082,,true,,,"[""caf18c3a-8953-4b96-b7a2-bfad8c4ede47""]",202413589349100351_public.xml
b5854344-d27d-42e5-ab7d-bc5cca220545,836368560,LAKESIDE CHARITABLE TRUST,2023-01-01,2023-12-31,4108 AVENUE G,,AUSTIN,TX,78751,5163643390,,,,2292065,2203441,0,,5159876,,,,,128730,,0,,,"[""130717b6-3779-4898-ab8d-d30b48637018"", ""e7c361a1-9432-4a91-a3a1-84adc3b7c36c""]",202413589349100356_public.xml
add8d765-bad8-4bad-8040-e1d2b5e6e401,736090162,JE AND LE MABEE FOUNDATION INC,2023-09-01,2024-08-31,6 DESTA DRIVE 5400,,MIDLAND,TX,79705,9724901970,,,,774290927,782960269,0,,1996269791,,,,,119706378,,0,,,"[""d9ea30ef-af5f-49ee-9667-c8f6b1892a53"", ""aa3ce042-134d-48f3-b866-7d8f42818dc1"", ""408541fc-6236-4bc7-bff6-f21548a15dfa"", ""dc6ec952-e2d3-45ee-a927-cc81a6bd5f97"", ""1a13c00b-4471-42eb-80fe-81e3f73dd1b8"", ""aae21cfd-ce29-477b-895a-69fb374cbd55"", ""f8397278-fe99-4f64-a5e8-afee728d263f""]",202413589349100361_public.xml
d5857868-b7b9-40d4-a04c-6875dfa987ba,046046890,DEAN WELFARE TRUST-TR,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,971688,1013968,0,,1218842,,,,,64695,,false,,,"[""e3ce7dc0-e76c-4885-93c6-6deca8b48e86""]",202413589349100366_public.xml
551eb8e6-3048-4949-931b-a54325589706,206996945,LAY JOACHIM E CHARITABLE PRIVATE FOUNDATION,2023-11-01,2024-10-31,PO BOX 75000,,DETROIT,MI,482757874,8558073423,,,,968956,926500,0,,1178090,,,,,111157,,false,,,"[""a3cfdf51-b171-4b97-9994-4929e0f62e53"", ""e73bb9d7-c380-4ce6-b0fc-eba785d20df4""]",202413589349100371_public.xml
8b50f1cc-13ea-426a-b68d-3e10f09c9031,863373936,CECIL & JOSEPHINE FAMILY FOUNDATION,2021-01-01,2021-12-31,491 E GRAND BLVG,,DETROIT,MI,48207,3133403310,,,,0,0,0,,0,,,,,,,,,,"[""7e78008e-ed37-48d5-a06c-a9ded18ab6dd"", ""18df4c48-052a-41ae-85a1-5fdf1f46a4d3"", ""fc14b0bf-74c8-417c-872f-6198c7585d36"", ""e56f238e-4384-4f8b-a930-f7cec322447d""]",202413589349100401_public.xml
78572fce-694f-4c5c-9f4a-020c6c11c9e3,222474302,INTERLAKES SCHOLARSHIP FOUNDATION,2023-09-01,2024-08-31,PO BOX 545,,MEREDITH,NH,03253,8004725625,,,,400020,396797,27300,,506526,,,,,17600,,false,,,"[""cc8c5f3b-1062-4899-b69f-bf3f4c2e95cc"", ""de20e94f-7beb-448c-9868-147101ced539"", ""5d74cbaf-ae5b-4d31-a305-56657325f097"", ""7ff482b8-b0ce-48b3-a054-10b02da0e81a"", ""e4b7fdcd-f686-4bcb-bdb0-c371dde2b441"", ""aa8ca4fa-0de3-4a06-8b1b-e73eb4207eb1"", ""b4addb70-b6c1-4788-8bbd-22738062ada1"", ""ca8471ae-14f2-4d74-b1fe-d074df87e7c5"", ""5c377d0a-3d4b-4039-80d0-088bbbbc1e93"", ""83f8ff6b-5f22-4197-b740-2e90cae9bf2e"", ""456c27d6-8c26-4edf-a59f-8b5c230c821b"", ""0dc8855f-7d5e-4dc0-890a-84deef2cbccc""]",202413589349100406_public.xml
5ba22f0d-90a0-4ce6-9c5e-8e92f331f2c6,136080630,AMERICAN WALDENSIAN AID SOCIETY,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,87989,85753,0,,108063,,,,,4731,,false,,,"[""7d30901f-2609-4176-8138-532438519ad1""]",202413589349100411_public.xml
df1437f8-4710-4931-91be-821edae2d3b9,326395603,MARCIA K MANNERS TUW,2023-09-01,2024-08-31,PO BOX 0634,,MILWAUKEE,WI,532010634,4123556000,,,,688785,667678,0,,699428,,,,,30718,,false,,,"[""e4e8e94d-eac4-4e22-a401-2c6cbb25849f""]",202413589349100501_public.xml
c370ad83-1126-41d3-9820-39d57919b269,042203700,JOSIAH WILLARD HAYDEN RECREATION,2023-09-01,2024-08-31,24 LINCOLN STREET,,LEXINGTON,MA,02421,6174472700,,,,26785041,29911973,45310,,29911973,,,,,4412322,,1,,,"[""7194ee94-5331-40a4-b0d9-591a52cfd226"", ""eb2992e8-3501-4abb-ad1b-915c7888dd42"", ""6bf4dc16-1f75-4068-a697-fb3cdd37b4ae"", ""a0fb2dd5-aa0c-4302-a5b2-2ec8b6736b59"", ""60f20fef-0efa-4181-a09f-bcea3b4a680b"", ""8fe1a3d9-17eb-4064-8892-0b0c58956070"", ""b3cd4511-bc40-47e9-8fd9-ea7ff38691de"", ""a5b76a8c-24c8-4489-9644-5451d0ffbe3c"", ""ca46e64f-0aa4-4173-a194-41007b94f6b2"", ""f2ab381b-c613-44b3-a73e-6cfcbbeadb7c"", ""072d069b-4b0e-49dc-ab27-d843e1898280""]",202413589349100506_public.xml
691ffd58-64f6-4350-9d4e-033d60312559,326432053,ARTHUR KUNGLE JR CHARITABLE TRUST,2023-09-01,2024-08-31,PO BOX 0634,,MILWAUKEE,WI,532010634,4123556000,,,,718412,727010,0,,954890,,,,,32912,,false,,,"[""daade1b2-e158-4a0c-88a2-3822c780a63b""]",202413589349100551_public.xml
13e14925-efe4-4dc0-a972-8cc5670ef712,813160129,THE FELIX AND MATILDE SIMAN FOUNDATION,2023-01-01,2023-12-31,3628 SW 57TH AVENUE,,MIAMI,FL,33155,3058585600,,,,1244885,1564032,0,,1564032,,,,,37100,,0,,,"[""701d8873-6eed-4541-a88e-3751d0cb276c"", ""50bf728a-8f35-4dfe-a40c-9d48540118c3"", ""20476ebe-be12-4e7f-8d8f-1a617ee6198c"", ""493a19c6-9219-4b2d-b3e1-f28f61501b50"", ""e32544d6-a59e-404c-8995-55847eb31e23""]",202413589349100556_public.xml
14cbb640-730d-4773-9c88-640d15acba95,016007118,HENRY CLEARWATER TR - SALVATION,2023-09-01,2024-08-31,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,,27370,25429,0,,35999,,,,,2102,,false,,,"[""dd9a58b3-3464-4d8a-98c7-07c7c88c41ab""]",202413589349100561_public.xml
b0021ba5-ae2e-40ed-9f44-19d587fd53b7,562293471,QUAD COUNTY MEDICAL CLINIC INC,2022-01-01,2022-12-31,PO BOX 466,,CONVERSE,IN,469190466,7654738840,,,,232156,248265,38024,,313424,,,,,26750,,true,,,"[""3362607d-8b28-43c2-904d-dda666fdad07"", ""741470df-b3a8-45dd-ba59-a0b3f0710775"", ""6de3f839-dfec-4f03-8c93-d2d5df87d90c"", ""552a041f-7529-4071-a96c-473cbf5e9425""]",202413589349100566_public.xml
809c40e7-af5c-48ab-b442-6b1ff25f5f5d,046093546,LEIGHTON EDWARD K TR UWILL,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,558846,553055,0,,620931,,,,,27908,,false,,,"[""dc674962-beeb-4a70-b4c3-680b4b8808a5""]",202413589349100601_public.xml
978fe8cc-0a6d-4263-a382-bee0475562d1,136081620,PHILHARMONIC SYMPHONY SOC-M L POPE FUND,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,1766381,1704344,0,,1805079,,,,,90023,,false,,,"[""d3a2f54e-9283-4d7f-8f55-15e418d3e2f5""]",202413589349100606_public.xml
2ef21419-dcb2-4249-9ccf-f136fbce45c1,046093518,WARREN FRANCES KNOWLES TR UAGREE,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,1899709,2338475,0,,2434571,,,,,105599,,false,,,"[""45e4ee80-bdc5-4f91-9737-d17017eb1326""]",202413589349100611_public.xml
af5e0be3-f208-4896-8207-4c392c9e8fa5,383443737,THE BAUM FAMILY FOUNDATION,2023-07-01,2024-06-30,660 WEST INDIAN HILLS DRIVE,,HASTINGS,MI,49058,2695674500,,,,9653288,10993995,0,,14822025,,,,,725000,,0,,,"[""d440037e-3ea7-445b-8f03-9e9fc8bec63d"", ""53bcfb4f-6baa-48b2-832e-ca1a0ce361b1"", ""d1156a53-1b21-4c00-8b7c-0060cbf2b8e7""]",202413589349100616_public.xml
799844e1-ff11-4947-be49-8ba15373aa91,136364398,YMCA OF LONG ISLAND INC,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,1780915,1883536,0,,2298451,,,,,109781,,false,,,"[""e49b12b6-5c9f-4d04-9119-df6b1940c529""]",202413589349100651_public.xml
4d51d247-01c5-47a2-835a-0d397a731fa7,046091666,SMITH TIMOTHY TR UWILL,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,16223323,15634550,0,,17789253,,,,,942076,,false,,,"[""bfa84c1f-cf80-4b92-bfc6-34bf494b8c70""]",202413589349100656_public.xml
245a1ea6-e824-4ca3-8dd0-47e79d4a7e4b,046093316,EMERY GEORGIANA TR UWILL,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,2067094,2282610,0,,2817526,,,,,116998,,false,,,"[""522481be-c023-4860-a11b-2a8e148d0b33""]",202413589349100701_public.xml
552ea804-c4e2-40c2-b169-b951a5ceafd3,046091581,PARKER MOSES GREELY TR UWILL,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,274704,268325,0,,301205,,,,,17678,,false,,,"[""23be541c-e26c-43cc-aa50-59713fd0d55c""]",202413589349100706_public.xml
42c34baf-ba71-4947-ba18-85a33eb6afd6,046093047,WARREN FRANCES KNOWLES TR UIND,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,1516821,1873814,0,,1946459,,,,,83797,,false,,,"[""518e610f-e23c-4619-a40d-b6ad32d53b18""]",202413589349100751_public.xml
bd80dea1-bbf7-4fe0-9645-440d408e5d3f,046330090,CROCKETT ANGIE TR UWILL,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,323544,308718,0,,329524,,,,,26421,,false,,,"[""01bbe75f-2d3c-424b-a62f-6f90d28137f7""]",202413589349100756_public.xml
1f385513-0542-4e73-bfaa-78d6d461d534,136081307,SEAMENS CHURCH INSTITUTE OF NEW YORK,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,115764,112154,0,,124636,,,,,4955,,false,,,"[""075b7307-155c-45ea-a350-80ef445ef8d1""]",202413589349100761_public.xml
1db3ba5a-c3db-404a-96d5-d88d11e45bf8,046091311,BLAKE CHARLES M TR UWILL,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,157871,149205,0,,167507,,,,,14397,,false,,,"[""cc2b021f-0d46-4157-b505-bcfbbd8cb711""]",202413589349100801_public.xml
48035112-5cd6-4301-8ce0-5094845a6523,844575352,BEARDIES ALMOST RESCUE NEEDED,2023-01-01,2023-12-31,9823 BLACK HORSE RUN RD,,INDIAN LAND,SC,29707,8502444140,,,,1539,1615,0,,0,,,,,0,,true,,,"[""bb66a042-c999-4404-a906-b60d77cfce12""]",202413589349100806_public.xml
6f25f4f4-d695-49e8-b5a2-4a1ffcef4f29,264794724,WALDRON RISE FOUNDATION INC,2023-10-01,2024-09-30,PO BOX 1734,,FAIRPORT,NY,14450,5856732600,,,,6185835,6182789,0,,9353193,,,,,448683,,0,,,"[""9d0818e6-b1b0-4206-8f67-1c1668bd2538"", ""c5795ce7-1346-43cb-93b7-3586a15a6ad6"", ""a109968c-7887-4938-b367-ac31eda09e73"", ""98b52691-7f5f-4dfd-83ba-f2e2c0979c68"", ""3c53f4b5-010d-4e58-a61a-7db79ae7a7c4"", ""6010adab-1cf2-4c0b-898e-9a3e852db277"", ""c2a0da1b-8ca1-423b-9cb2-86f473f5c6fe"", ""2faba38d-f60d-4627-ad02-8e6bd353fd9f"", ""4d1635d6-caf0-4761-9b31-bfdefc7ee5b7""]",202413589349100851_public.xml
881f936b-1a7b-4c30-a31d-f9efc1015971,311501699,THE HILLCREST FOUNDATION,2023-01-01,2023-12-31,PO BOX 1384,,SPRING BRANCH,TX,78070,7136220191,,,,10929125,10704288,0,,14556507,,,,,512400,,0,,,"[""7a2cb25f-30a3-4b7c-b646-b647eb054f4a"", ""122242f5-8cda-41d9-9f7d-6b32353a0561"", ""3ccb3b77-2120-4034-92c2-110bde4d15ff"", ""18a5fca3-e1e5-4c87-afd2-673dc3e54168"", ""42b0f937-bca2-478e-8e22-0858fb2138af"", ""fc0b52e0-3350-437c-87ee-77955e2ccc15""]",202413589349100901_public.xml
94fedd85-c7a3-4690-941f-4820f7c65405,880643837,Scare Becasue We Care Inc,2022-02-10,2022-12-31,10953 Sourdough Road,,Belle Fourche,SD,57717,6057230980,,,,0,1978,0,,1978,,,,,,,false,,,"[""78e9f671-46dd-4c46-aa9d-c0cecfb8fb29"", ""6aa47cef-a399-4aef-b3ea-46803832c9a9"", ""09b8ce80-cf63-48ba-8ef5-ba62d0be6175"", ""1b4a6092-a1c8-4171-935b-2b5e76269e09"", ""69794f87-7650-4cc1-887c-419ab41a0709""]",202413589349100906_public.xml
9602e15c-05a3-45c9-ba2e-6c005599f5d2,016076500,RICHARD S HUESTIS TRUST UW 8957,2023-09-01,2024-08-31,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,,2131847,2122779,0,,3204283,,,,,144962,,false,,,"[""dd328645-a469-43c3-9d0e-a4205a86ee6f""]",202413589349100951_public.xml
3438d79c-7048-4d98-ad71-1b9896361740,236878918,RC WHITE FIRST PRESBYTERIAN CHURCH O,2023-09-01,2024-08-31,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,,877245,858753,0,,940465,,,,,42960,,false,,,"[""b6a983b5-6ad6-4400-9925-7bb2b6a69339""]",202413589349100956_public.xml
2e9f416a-9503-40c3-ab50-bb9acbb0e32d,046093516,WARREN FRANCES KNOWLES TR UAGREE,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,1458421,1803471,0,,1874805,,,,,81007,,false,,,"[""45c2e45d-4a7f-435a-8916-b42119f3845b""]",202413589349101001_public.xml
31d15644-443a-4855-a72e-de9db2c251dc,016079294,ARTHUR ALBERT SMITH MEMORIAL FUND TR UWO,2023-09-01,2024-08-31,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,441442302,4123556000,,,,311043,311637,0,,306096,,,,,17050,,false,,,"[""b1772455-1bef-403d-9c4d-36703c044c39""]",202413589349101006_public.xml
5430d621-5d2d-4b59-8cc4-5209d578c5e6,226107899,SUMAS FOUNDATION TTEE,2023-09-01,2024-08-31,PO BOX 505 MAC H0006-092,,SAINT LOUIS,MO,63166,4123556000,,,,91604,88777,0,,88777,,,,,3907,,false,,,"[""1feacdba-a911-4854-ab4f-9431ce9a1120""]",202413589349101011_public.xml
77496bcd-636c-41d7-9c0e-af2d610fe35c,046094026,GARVIN VENA M TR UWILL,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,61593,61678,0,,65722,,,,,2416,,false,,,"[""1b68c313-e92b-4171-b60d-b20f12282282""]",202413589349101051_public.xml
c15527df-bbae-4d7b-80d9-7b5098cdecda,016008813,FRED W SANBORN TRUST UPAR 5,2023-09-01,2024-08-31,PO BOX 10099,,TOLEDO,OH,436990099,4123556000,,,,971767,966474,0,,1611121,,,,,86314,,false,,,"[""b01e1394-6fb9-42a7-a749-7a8ebcac69f9""]",202413589349101056_public.xml
6aa9450f-25e7-425a-8959-8c258984fa3c,046093520,WARREN FRANCES KNOWLES TR UAGREE,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,556455,685099,0,,715115,,,,,31807,,false,,,"[""6c868110-8c8d-40ba-8660-fcbac38f5bd9""]",202413589349101101_public.xml
15d9c2a8-cf44-47e1-810d-f52a4adeecf2,223216666,ELLIOTT HERFORD N TR UDEED,2023-09-01,2024-08-31,PO BOX 185,,PITTSBURGH,PA,152300185,4123556000,,,,3966157,4779309,0,,5065029,,,,,247214,,false,,,"[""dbf1e413-6056-4130-b1d0-66372e60cf30""]",202413589349101151_public.xml
653c04d5-756b-4d83-ad9d-0e6be3ea5166,016007268,HERBERT TWOMBLY & G TWOMBLY TR,2023-09-01,2024-08-31,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,,306213,294275,0,,353001,,,,,19412,,false,,,"[""dca35e5f-7471-4a10-9482-1e7d4e3bb1ef""]",202413589349101156_public.xml
4000b23f-3c8a-4f8c-b6bc-c8bf2b6a6976,016007404,SAMUEL J BRIDGE TRUST,2023-09-01,2024-08-31,4900 TIEDEMAN ROAD OH-01-49-0381,,BROOKLYN,OH,44144,4123556000,,,,84512,83608,0,,81083,,,,,3971,,false,,,"[""9c1718a7-f971-41a2-a829-9c405e5ac66e""]",202413589349101201_public.xml
19a651d0-8ca2-4f02-b00e-bd14bc5f827c,463712403,CLARK OPPORTUNITY FOUNDATION INC,2023-10-01,2024-09-30,PO BOX 1056,,BERKELEY SPRINGS,WV,25411,3042584742,,,,11209307,13377029,0,,13377029,,,,,517298,,false,,,"[""e622edac-1599-4e7b-96ff-105bf7a11d05""]",202413599349100001_public.xml
2a395a33-f32a-4c25-a33d-6b1ad26e4e77,611633647,TANNENBAUM FAMILY FOUNDATION,2023-01-01,2023-12-31,307 PLYMOUTH STREET,,WEST HEMPSTEAD,NY,11552,7187821419,,,,188720,179025,0,,179025,,,,,198218,,0,,,"[""31e0fe05-bf6f-43b0-a74c-a7c510a9ab2f""]",202413599349100006_public.xml
5dd64f01-440d-419b-a932-7e9e6b23d94b,922687881,RIVERCITY INVITATIONAL OCTOBER TOURNAMENT INC,2023-03-01,2023-12-31,3935 MIRUELO CIR S,,JACKSONVILLE,FL,322173655,,,,,0,0,0,,0,,,,,74822,,true,,,"[""1f3d000f-6cc0-4407-9e17-fffa88174825"", ""9dbd1137-9724-4371-a36d-c889fa8a0fd2"", ""99e0dfbf-7a4a-4131-ae7a-7202a8e8e675"", ""1a376f33-3700-478d-9bb1-f451f04ac8ce""]",202413599349100101_public.xml
6dd20918-4a80-4066-bb37-c748849aba8c,431695955,THE L PATTON KLINE FAMILY FOUNDATION,2023-01-01,2023-12-31,2345 GRAND BOULEVARD SUITE 2200,,KANSAS CITY,MO,64108,8162922000,,,,586637,604326,0,,863462,,,,,2229,,0,,,"[""50abe30d-b816-483d-8a37-a12a27c8303d"", ""fa2a74d6-28c9-4f79-9b48-5e52b71f9b12"", ""ab741b4a-cab2-4a26-b76f-9dbbc7a58782""]",202413599349100106_public.xml
9d6b63e3-dc94-4721-9cc8-dcacc8f9fdcf,134085342,Chien-Shiung Wu and Luke CL Yuan Natural Science Foundation Inc,2023-01-01,2023-12-31,258A County Road 84,,Santa Fe,NM,87506,9147197118,,,,418957,399868,1000,,997243,,,,,47514,,false,,,"[""c986a3a2-be10-48f1-9ff1-6f3d8100f5ba"", ""d0755476-bada-427e-8343-aafbd671e249"", ""3d8a4820-da27-48c3-8699-15009891c0e8"", ""0ce9b2e8-3500-4669-b44d-735af03d4d76""]",202413599349100111_public.xml
d16c0981-eaf2-4651-a2a6-bb71533251bb,936959170,IRON WILL FOUNDATION,2023-12-15,2023-12-31,PO BOX 34290,,LOUISVILLE,KY,402324290,3128792000,,,,,2700000,0,,2700000,,,,,300000,,false,,,"[""9581b4fd-eb09-4147-a007-fafadbc75866""]",202413599349100201_public.xml
b717a07f-317b-45a4-bdd5-95d97eea3baa,383811789,Remember Those in Captivity Ministries Inc,2023-04-01,2024-03-31,120 East Hampton Drive,,Auburndale,FL,338235612,5085288813,,,,42931,42179,0,,42179,,,,,2769,,true,,,"[""be906c28-604f-4499-aeab-f8b92210f6d8"", ""bd898e9c-565f-49a2-a81b-6d529f651192"", ""a7fb78b8-cba8-46f9-ba7e-7e601cc66c89"", ""834718fd-f3e0-4873-821c-4f7c78a22348""]",202413599349100301_public.xml
be4a035f-9868-4a12-8dd2-7d2ab5a35044,651064746,PAPERSEED FOUNDATION INC,2023-01-01,2023-12-31,2108 N STREET STE N,,SACRAMENTO,CA,95816,9252715519,,,,602250,594685,0,,594685,,,,,7400,,0,,,"[""2c2726b0-d839-4bc2-a56b-ef5711562d14"", ""2cefee42-62ee-40d0-8205-fe9a9b31678e"", ""0930200f-bca5-4383-a37f-eca1a76f9bee"", ""cbeb8264-b5fa-4017-bc17-69c6304af25b""]",202413599349100306_public.xml
811e4371-8cfd-44e7-acf1-ba7341544347,046057216,AMHERST ACADEMY TRUSTEES,2023-11-01,2024-10-31,385 MIDDLE ST,,AMHERST,MA,01002,4137391800,,,,73726,80087,0,,92905,,,,,3200,,0,,,"[""400e304d-3a75-458c-8085-b1cfa851bccd"", ""d7be9922-0abf-474b-addb-7b2a75e0253d"", ""7746f49f-33eb-4894-953f-52f4793cc654"", ""12bd720e-ace5-47ae-b636-50dee0abe560"", ""f4dfd9a9-b5d6-4405-a68c-89c0da194f7f"", ""1388c2ca-26c4-4f81-a3b1-eb353dd51eb4"", ""9ec9645c-6905-44f7-ade7-763d5ab93f3b"", ""60c0ea57-8073-4cc9-badd-b34fdfad8080"", ""4ced2b03-bd72-40a9-b45d-e1c0b3732a2b"", ""7818dac6-a5aa-4ce4-8161-047613068040"", ""52a74511-f8f3-422a-b5f9-613a941453b0"", ""06afbe8a-e2bf-4fe8-8e3b-2b84de9ec217"", ""de9705c1-b71a-4d55-8478-bdccf670e061"", ""98b542b8-9b3b-429f-9d4a-e1071f1b67e6"", ""b4cb3031-0060-46d7-8721-403381e7cb57"", ""bbd4c898-229e-4a16-94de-fa43a0cb2f48""]",202413599349100401_public.xml
b45081ab-2572-4c87-9574-3f3fab8f0a30,461610108,EMIL AND TOBY MESHBERG FAMILY,2023-01-01,2023-12-31,226 PINE CREEK AVE,,FAIRFIELD,CT,06824,9149492990,,,,3457208,3385903,0,,4125894,,,,,189760,,0,,,"[""8dd9a4fd-b6c5-465d-97e7-8ef59e1b66f5"", ""02a4451b-d8b8-42f8-ac2e-c1163d544b0a"", ""6744e2e1-83fb-4494-b4c8-0970feac8746"", ""129441fd-4bc5-4e17-acad-fd51b869f760"", ""f33299f9-7905-4461-9fba-799503e30690""]",202413599349100501_public.xml
95c89c68-f412-482f-992a-6de1698f7c65,136270065,SYLVAN SCHEFLER TRUST FOUNDATION,2023-01-01,2023-12-31,1009 PARK AVENUE 2A,,NEW YORK,NY,10028,2016645051,,,,1130,1338,0,,1338,,,,,9792,,0,,,"[""81a07533-18e3-4397-8257-bcfe5a72ca90"", ""c051af7b-51c3-4f13-86da-34d20ddb64d3"", ""a808f03b-9c0a-4d34-ad29-c431aa422805""]",202413599349100506_public.xml
af9f5944-412b-44bf-9ce1-0c7fbb4975ab,431695955,THE L PATTON KLINE FAMILY FOUNDATION,2022-01-01,2022-12-31,2345 GRAND BOULEVARD SUITE 2200,,KANSAS CITY,MO,64108,8162922000,,,,573632,586637,0,,741858,,,,,2162,,0,,,"[""7dab02c0-b227-4e43-99d4-116ce6305738"", ""cc65e91e-cd92-48af-bfa4-d796a8cfff5e"", ""9b4260fb-cd5e-4099-8c84-7421f16ff65b""]",202413599349100701_public.xml
564e7cfa-54d8-4aee-9fe5-af2000c74347,223148596,CITIZEN'S TELEVISION INC,2023-01-01,2023-12-31,843 STATE STREET,,NEW HAVEN,CT,065113923,8606630110,,,,831707,773148,368272,,1466333,,,,,356289,,true,,,"[""9d35d6dc-f9c8-4579-85e5-c9bee75e6289"", ""0a61edfe-1e6f-443e-a51d-beb18a0a2fbf"", ""bb3138ad-2ce7-45ce-83c8-42e7afa6c199"", ""4cd9ecfa-fde9-4343-b125-1e247bc28f57"", ""91ce5822-c981-48f6-a429-010e5c10ab2b"", ""09de011c-aded-4e29-9c19-5b4ba6046dfc"", ""530f58f8-78a5-4da2-8fb1-f4c3e99879a4"", ""0dcfb5c7-77b8-4ffb-95ae-5d377379e446"", ""4a529028-292b-40c0-a87a-a165c69c9252"", ""e136fbbd-e6f9-46de-b112-3c0a12256965"", ""d9e5e64d-122a-4260-a78c-4f940cb9ca56""]",202413619349100101_public.xml
0453c16d-41eb-434c-8e79-79cbbb012822,351897262,IGO FAMILY FOUNDATION INC,2023-01-01,2023-12-31,440 S BABCOCK STREET,,MELBOURNE,FL,32901,3217572020,,,,1334089,1472827,0,,1472827,,,,,70932,,false,,,"[""46862d07-58ec-4291-831d-0c397e3b9e6b"", ""5a7f0a14-7eaa-46fa-ba54-93fd1aedca4b"", ""cc4ca288-3768-4556-96c2-6701494a683e"", ""30269a8a-b7cc-46fa-986d-d61f4eaf8e54""]",202413619349100201_public.xml
bad72ddd-0e91-477d-9a72-748c0ece679c,431664579,FAJEN FOUNDATION INC,2023-09-01,2024-08-31,PO BOX 70,,WARSAW,MO,65355,6604387992,,,,52927,56970,0,,103089,,,,,5475,,false,,,"[""9e21bbde-2511-4432-9a43-d0f557617b95"", ""58b07504-493b-4f2c-bf0e-a5f86dc52387"", ""6e1ae2d5-705e-4b31-9aaf-e4672d5be227"", ""faad6702-9fb1-4bff-a0e4-eeea249a9d17""]",202413619349100401_public.xml
