source_file,filer_ein,filer_organization_name,tax_period_begin,tax_period_end,formation_year,foundation_address_line1,foundation_address_line2,foundation_city,foundation_state,foundation_zip,foundation_phone,foundation_website,legal_domicile_state,total_assets_boy,total_assets_eoy,total_liabilities_eoy,net_assets_eoy,fair_market_value_eoy,total_revenue,total_expenses,investment_income,distributable_amount,total_distributions,undistributed_income,is_private_operating_foundation,is_501c3,mission_description
202500179349100105_public.xml,872243918,MJ Wildcat Fastpitch Inc,2023-01-01,2023-12-31,,3622 Canberra Way,,Mount Juliet,TN,37122,,,,6622,0,0,,0,,,,,0,,true,,
202500179349100110_public.xml,770559013,JUAN FAMILY FOUNDATION,2023-11-01,2024-10-31,,15810 Loma Vista Ave,,Los Gatos,CA,95032,,,,17923,24719,0,,24719,,,,,1511,,false,,
202500179349100115_public.xml,136203465,THE MERRILL G & EMITA E HASTINGS FOUNDATION,2023-03-01,2024-02-29,,c/o JOHN T ABLAMSKY 63 REID AVENUE,,PORT WASHINGTON,NY,11050,5162446074,,,1666052,1674272,0,,7443753,,,,,331416,,false,,
202500179349100120_public.xml,263279818,ZHU AND YANG FAMILY FOUNDATION,2023-09-01,2024-08-31,,6981 MELVIN DR,,SAN JOSE,CA,95129,4083929977,,,451442,492820,2868,,1055462,,,,,21843,,false,,
202500179349100125_public.xml,208141921,MASSOUD AND ISABELLA EGHRARI CHARITABLE,2022-01-01,2022-12-31,,4751 GULFSHORE BLVD N 808,,NAPLES,FL,34103,2392628686,,,132727,132373,0,,148097,,,,,8667,,0,,
202500179349100200_public.xml,205558673,Kids Against Hunger Fremont AKA DNA,2023-09-01,2024-08-31,,40087 MISSION BLVD 300,,FREMONT,CA,94539,8442981040,,,106615,116269,0,,116269,,,,,,,false,,
202500179349100205_public.xml,582562021,FUND FOR RURAL EDUCATION,2023-07-01,2024-06-30,,1911 LOCUST GROVE RD,,SILVER SPRING,MD,209101304,,,,5597,3087,0,,3087,,,,,4911,,false,,
202500179349100210_public.xml,880572463,Outrageously Good Lyfe Foundation,2023-01-01,2023-12-31,,9403 Harcrest Way Ste 201,,Perry Hall,MD,21128,,,,2161,1084,0,,0,,,,,0,,false,,
202500179349100215_public.xml,261803877,THE NEUMAN FOUNDATION,2023-03-01,2024-02-29,,455 NE 5TH AVE SUITE D 391,,DELRAY BEACH,FL,33483,5164888400,,,300237,307825,0,,357861,,,,,,,false,,
202500179349100300_public.xml,873161589,MISSION ONE MILLION GIRLS EDUCATION FOUNDATION,2023-04-01,2024-03-31,,1808 LOCH NESS WAY,,SAN JOSE,CA,95121,8478577802,,,2413,2538,0,,0,,,,,,,true,,
202500179349100305_public.xml,815385865,MAXIMUS JONES RAYNOR FOUNDATION,2023-01-01,2023-12-31,,10 MINNEKAHDA PL,,CHATTANOOGA,TN,374051508,,,,0,0,0,,0,,,,,1500,,false,,
202500179349100310_public.xml,871069355,Get Health Ed Foundation,2023-01-01,2023-12-31,,1825 Floyd Ave,,Deland,FL,32720,,,,0,0,0,,0,,,,,0,,true,,
202500179349100315_public.xml,202900865,ADAMS FOUNDATION,2023-09-01,2024-08-31,,349 PEARL STREET,,SOUTH HADLEY,MA,010751053,4135335230,,,434435,412753,0,,1095961,,,,,45966,,false,,
202500179349100320_public.xml,137109419,Randolph L Cowen and Phyllis Green Foundation,2023-06-01,2024-05-31,,PO Box 73 Bowling Green Station,,New York,NY,102740073,2127733000,,,10265911,11556793,0,,16981142,,,,,1250667,,false,,
202500179349100325_public.xml,650763609,LITOWITZ FOUNDATION INC,2023-01-01,2023-12-31,,11401 BIRD ROAD STE 370,,MIAMI,FL,33165,3055774333,,,13160932,13792872,0,,13792872,,,,,636059,,false,,
202500179349100330_public.xml,953994515,Harry And Thelma Brown Foundation,2023-05-01,2024-04-30,,1214 Beverly Green Drive,,Los Angeles,CA,90035,2136280960,,,46037,54856,0,,0,,,,,6000,,false,,
202500179349100400_public.xml,041104325,BOSTON FIREMEN'S RELIEF FUND,2023-09-01,2024-08-31,,115 SOUTHAMPTON ST,,BOSTON,MA,02118,7813294100,,,848943,893351,299,,893351,,,,,136208,,false,,
202500179349100405_public.xml,751943678,Weir Foundation,2023-03-01,2024-02-28,,4800 Spring Valley,,Dallas,TX,75244,,,,187309,167176,0,,167176,,,,,20000,,false,,
202500179349100410_public.xml,203992879,ATLANTIC CHARITABLE FOUNDATION,2023-12-01,2024-11-30,,456A CENTRAL AVENUE SUITE 149,,CEDARHURST,NY,11516,3475337210,,,1060389,999284,0,,999284,,,,,214820,,false,,
202500179349100500_public.xml,922734507,Strength Over Solitude,2023-01-01,2023-12-31,,438 Lakeshore Dr S,,Bandera,TX,78003,,,,300,2001,0,,0,,,,,1325,,true,,
202500179349100505_public.xml,874491009,H-A-I-T-I - Haitian American Initiative Towards Independence,2022-01-01,2022-12-31,,8741 Creekwood Ln,,San Diego,CA,92129,,,,0,0,0,,0,,,,,0,,false,,
202500179349100510_public.xml,311781836,Milton and Norma Cohen Family,2023-04-01,2024-03-31,,1233 Beech Street 35,,Atlantic Beach,NY,11509,5169937743,,,3054844,3117715,0,,4602655,,,,,209809,,false,,
202500179349100515_public.xml,236522683,ROLAND & SARA K DAVIS MEMORIAL TR 47V003019,2023-09-01,2024-08-31,,PO BOX 3215,,LANCASTER,PA,176043215,3026089908,,,317843,321122,0,,346995,,,,,15794,,false,,
202500179349100520_public.xml,452818958,LEXINGTON FOUNDATION,2023-08-01,2024-07-31,,1408 SUNSET DRIVE,,CLEARWATER,FL,33755,7275300036,,,137241,130984,0,,127738,,,,,7990,,true,,
202500179349100525_public.xml,311738881,FRED & AMY WEISS FAMILY FOUNDATION INC,2023-12-01,2024-11-30,,2161 PALM BEACH LAKES BLVD 450,,WEST PALM BEACH,FL,33409,5616158585,,,2411237,2481098,0,,4501638,,,,,42000,,0,,
202500179349100600_public.xml,900411164,BARSHEEM CHAPMAN COMMUNITY DEVELOPMENT CORPORATION,2023-01-01,2023-12-31,,918 HOPE MILLS RD,,FAYETTEVILLE,NC,283044243,,,,0,0,0,,0,,,,,0,,false,,
202500179349100605_public.xml,931975123,Lift Her Up Foundation,2023-08-01,2023-12-31,,170 e 35th,,Holland,MI,49423,,,,3000,4136,0,,0,,,,,0,,false,,
202500179349100610_public.xml,883550567,Southeastern Connecticut Community Orchestra Inc,2022-01-01,2022-12-31,,P O Box 484,,Waterford,CT,06385,,,,0,4533,0,,4533,,,,,0,,false,,
202500179349100700_public.xml,330536527,SEVEN CHILDREN FOUNDATION INCORPORATED,2023-01-01,2023-12-31,,110 JOYCE KILMER RD,,WEST ROXBURY,MA,021325124,,,,2857,3509,0,,3609,,,,,0,,true,,
202500179349100705_public.xml,831067190,AnRu Foundation,2023-01-01,2023-12-31,,425 EAST 86TH STREET 3F,,New York,NY,10028,,,,2538,2241,0,,0,,,,,2358,,false,,
202500179349100710_public.xml,320217087,FUTURE FARMERS OF AMERICA AND ITS STATE ASSOCIATIONS & LOCAL CHAPTER,2023-09-01,2024-08-31,,3000 S Hulen PMB 313 STE 124,,FORT WORTH,TX,76109,,,,6464,26290,0,,26290,,,,,9485,,false,,
202500179349100715_public.xml,226060789,THE MANDELBAUM FOUNDATION,2023-10-01,2024-09-30,,354 EISENHOWER PARK 1900,,LIVINGSTON,NJ,07039,7322380055,,,1148045,1176330,0,,1801591,,,,,317860,,false,,
202500179349100720_public.xml,936333221,Borgen Family Trust,2023-09-01,2024-08-31,,1065 Vanlier Ln,,Henderson,NV,89015,3036815830,,,8417,7978,0,,6911,,,,,500,,false,,
202500179349100725_public.xml,396097597,STACKNER FAMILY FOUNDATION INC,2023-09-01,2024-08-31,,411 EAST WISCONSIN AVE 2400,,MILWAUKEE,WI,53202,4142775000,,,8698097,8375525,0,,12797329,,,,,769571,,false,,
202500179349100800_public.xml,592716915,LENAHAN FAMILY FOUNDATION INC,2023-09-01,2024-08-31,,10151 DEERWOOD PARK BLVD 300 200,,JACKSONVILLE,FL,32256,9043965965,,,1507590,1539001,4438,,1866503,,,,,91065,,0,,
202500179349100805_public.xml,843197460,BATES HOUSE CHARITABLE SCHOLARSHIP FOUNDATION,2023-10-01,2024-09-30,,2036 WASHINGTON STREET,,HANOVER,MA,02339,,,,353162,348755,0,,402923,,,,,15376,,false,,
202500179349100810_public.xml,261272876,EMMONS-BRADLEE FAMILY FOUNDATION 2210896,2023-10-01,2024-09-30,,CO 125 HIGH ST STE 901 BOS-301,,BOSTON,MA,02110,4014573839,,,1821296,1786594,0,,2418278,,,,,193250,,false,,
202500179349100900_public.xml,376267646,SACRED HEART ROMAN CATHOLIC CHURCH TRUST,2023-10-01,2024-09-30,,328 S MCCOY STREET,,GRANVILLE,IL,61326,8153396630,,,8423,7739,0,,12987,,,,,1048,,false,,
202500179349100950_public.xml,363589664,WILLIAM I & HELEN H TYLER SCHOLARSHIP TR,2023-10-01,2024-09-30,,328 S MCCOY ST,,GRANVILLE,IL,61327,8153396630,,,44614,44482,0,,96507,,,,,4915,,false,,
202500179349100955_public.xml,912156243,JESY FOUNDATION,2023-09-01,2024-08-31,,5665 SCENIC MEADOW LANE,,SAN JOSE,CA,95135,4086093068,,,2179117,2135759,1558,,2674984,,,,,144958,,false,,
202500179349100960_public.xml,203797595,GAY D AND WILLIAM F SCOTT FAMILY FOUNDATION,2023-11-01,2024-10-31,,PO BOX 15627,,WILMINGTON,DE,198505627,6892065200,,,1619393,2146728,0,,2768112,,,,,521492,,false,,
202500179349101000_public.xml,316366846,JOHN HAUCK FOUNDATION FIFTH THIRD BANK NA,2023-10-01,2024-09-30,,PO BOX 630858,,CINCINNATI,OH,452630858,6142327288,,,11819355,11644946,0,,19925742,,,,,822619,,false,,
202500179349101100_public.xml,316019723,TR UI8W ELEANORA ALMS,2023-10-01,2024-09-30,,PO BOX 630858,,CINCINNATI,OH,452630858,6142327288,,,3212518,3152138,0,,4035479,,,,,208394,,false,,
202500189349100000_public.xml,134050660,HILLENBRAND FAMILY FOUNDATION,2023-10-01,2024-09-30,,50 Church St,,Charleston,SC,29401,,,,56902,196290,0,,196290,,,,,232000,,false,,
202500189349100005_public.xml,016059631,FRED FORSYTH EDUCATIONAL FD,2023-08-01,2024-07-31,,TWO CITY CENTER 3RD FLOOR,,PORTLAND,ME,04101,2078199797,,,830036,781701,0,,1024320,,,,,64497,,false,,
202500189349100100_public.xml,934272503,Carolina Battery Institute Inc,2023-01-01,2023-12-31,,4355 FEDERAL DRIVE SUITE 130,,Greensboro,NC,27410,,,,0,0,11199,,0,,,,,0,,true,,
202500189349100105_public.xml,276739649,VICTOR W KRAMER CHARITABLE TRUST 005033,2023-11-01,2024-10-31,,3567 E SUNRISE DRIVE STE 235,,TUCSON,AZ,857183250,5137748805,,,11884320,11364794,0,,13971575,,,,,806329,,false,,
202500189349100200_public.xml,933047923,Puppy Rescue Flights Inc,2023-08-21,2024-08-20,,334 S Wymore Road Suite A,,Winter Park,FL,32789,,,,0,0,0,,0,,,,,11284,,false,,
202500189349100300_public.xml,936275017,PACIFIC RIVERS CHARITABLE TRUST,2023-09-01,2024-08-31,,16771 BOONES FERRY RD,,LAKE OSWEGO,OR,970354213,,,,171716,171245,0,,171245,,,,,0,,false,,
202500189349100400_public.xml,593096507,ANNA FERTIC FOUNDATION INC,2023-01-01,2023-12-31,,PO BOX 621171,,OVIEDO,FL,327621171,,,,1550886,1462045,268616,,1366495,,,,,97095,,false,,
202500189349100500_public.xml,010371179,LONGLEY SCHOLARSHIP FOUNDATION,2023-09-01,2024-08-31,,1100 NORTH MARKET STREET,,WILMINGTON,DE,198900001,8043446000,,,232250,233520,0,,273972,,,,,13849,,false,,
202500189349100505_public.xml,830319215,Cultural Enterprise,2023-10-01,2024-09-30,,1610 Allred Road,,Afton,WY,83110,3078281184,,,5053,5595,0,,7000,,,,,145227,,true,,
202500189349100600_public.xml,036016859,O'LEARY TUW FBO ST JEROMES PARISH,2023-09-01,2024-08-31,,1100 NORTH MARKET STREET,,WILMINGTON,DE,198900001,8043446000,,,94266,93011,0,,110065,,,,,5194,,false,,
202500189349100700_public.xml,036016860,O'LEARY TUW FBO ST RAPHAEL'S PARISH,2023-09-01,2024-08-31,,1100 NORTH MARKET STREET,,WILMINGTON,DE,198900001,8043446000,,,507504,502313,0,,617864,,,,,21733,,false,,
202500189349100800_public.xml,046957171,JOSEPH O'GORMAN TRUST UNDER WILL 1254390,2023-09-01,2024-08-31,,125 HIGH ST STE 901 BOS-301,,BOSTON,MA,02110,4014573839,,,1844567,1726385,0,,2451015,,,,,201247,,false,,
202500189349100900_public.xml,571191002,Dorothy Harrison Egan Foundation,2023-10-01,2024-09-30,,PO Box 3366,,Nantucket,MA,02584,5085202728,,,6859917,6426022,0,,10757980,,,,,682153,,0,,
202500199349100000_public.xml,113457122,Elizabeth T McNamee Memorial,2023-10-01,2024-09-30,,19 Skipper Drive,,West Islip,NY,11795,5167479070,,,799314,787545,1,,910457,,,,,37195,,false,,
202500199349100100_public.xml,461248144,TPI RESEARCH GROUP INC,2023-10-01,2024-09-30,,336 WEST 246 STREET,,BRONX,NY,10471,5163388700,,,150959,137136,0,,137136,,,,,24600,,0,,
202500199349100200_public.xml,752907236,Nancy Ruth Fund,2023-11-01,2024-10-31,,3713 Wood Rail Dr,,Plano,TX,75074,,,,728524,808315,0,,808315,,,,,94070,,false,,
202500199349100300_public.xml,237865061,STAGER CHARITABLE TRUST 47F008016,2023-09-01,2024-08-31,,PO BOX 3215,,LANCASTER,PA,176043215,,,,789262,732325,0,,961103,,,,,97516,,false,,
202500199349100400_public.xml,237865059,STAGER CHARITABLE TR FBO HOSPITALS 47F009014,2023-09-01,2024-08-31,,PO BOX 3215,,LANCASTER,PA,176043215,,,,879236,867873,0,,1033956,,,,,44682,,false,,
202500199349100500_public.xml,820290613,Mr & Mrs Henry B Kingsbury,2023-10-01,2024-09-30,,PO BOX 469,,WALLACE,ID,83873,2087521131,,,85193,80465,0,,77869,,,,,7800,,false,,
202500209349100000_public.xml,841075553,COLORADO HOPE FOUNDATION,2023-10-01,2024-09-30,,5725 BLUE SAGE DR,,LITTLETON,CO,801232715,,,,305857,290377,0,,277279,,,,,15150,,false,,
202500209349100005_public.xml,592711259,BECK FAMILY FOUNDATION INC,2023-10-01,2024-09-30,,PO BOX 626,,WINTER PARK,FL,327900626,4073220561,,,141079,137690,621,,152411,,,,,36818,,false,,
202500209349100010_public.xml,346889395,THE PAUL A KINTZ & DOLORES K KINTZ,2023-01-01,2023-12-31,,190 ATLANTIS BLVD,,ATLANTIS,FL,33462,5615475730,,,543119,505049,0,,717527,,,,,57000,,false,,
202500209349100100_public.xml,912164962,HELEN M ALEXANDER SCHOLARSHIP FUND,2023-10-01,2024-09-30,,26029 100TH ST,,SALEM,WI,531689335,8472510084,,,397728,434424,0,,664733,,,,,26776,,false,,
202500209349100105_public.xml,472586139,Flying Cloud Foundation,2023-12-01,2024-11-30,,104 Diane Cir,,Norristown,PA,19403,4089962002,,,21748,18141,0,,18141,,,,,2600,,false,,
202500209349100110_public.xml,844769920,K & D RESCUE RANCH INC,2024-01-01,2024-12-31,,171 NANDINA TRAIL,,ORANGEBURG,SC,29115,8035364929,,,90,0,0,,159,,,,,,,true,,
202500209349100115_public.xml,611538689,HAMMOND FAMILY FOUNDATION,2023-09-01,2024-08-31,,1801 20TH ST UNIT H-15,,AMES,IA,50010,5154321176,,,433218,482037,0,,482037,,,,,25800,,false,,
202500209349100120_public.xml,208096424,BIR FAMILY EDUCATIONAL FOUNDATION INC,2023-01-01,2023-12-31,,4701 MASSACHUSETTS AVENUE,,INDIANAPOLIS,IN,46218,3217525553,,,559166,525219,58930,,645929,,,,,,,false,,
202500209349100200_public.xml,831405971,MURRIETA DIAMOND GUARD,2023-07-01,2024-06-30,,24153 MORNING DOVE LN,,MURRIETA,CA,925624661,,,,7427,8101,0,,8101,,,,,0,,false,,
202500209349100205_public.xml,391572885,Coles Family Foundation co Peter Coles,2023-09-01,2024-08-31,,6223 Kennedy Drive,,Chevy Chase,MD,20815,,,,854374,848673,0,,1501625,,,,,61633,,false,,
202500209349100210_public.xml,843401711,MSW118 Entropy Foundation,2023-09-01,2024-08-31,,2703 Hollingsworth Pine Ln,,Katy,TX,77494,4089962002,,,45202,39605,2550,,36884,,,,,2615,,false,,
202500209349100300_public.xml,851800171,Mentoring America Corp,2023-08-01,2024-07-31,,618 SE OCEAN BLVD STE 5,,Stuart,FL,34994,,,,5320,19667,1977,,19667,,,,,0,,false,,
202500209349100305_public.xml,232831053,THE SAUL AND BERNARDINE KAPLAN,2023-10-01,2024-09-30,,50 S 16TH STREET 4008,,PHILADELPHIA,PA,19102,5703473377,,,382541,342657,0,,628299,,,,,85000,,false,,
202500209349100310_public.xml,823819556,DHANVANTARI RESEARCH CENTER,2023-01-01,2023-12-31,,7810 BELLAIRE BLVD,,HOUSTON,TX,77036,7137778290,,,595964,575915,331705,,575915,,,,,,,false,,
202500209349100400_public.xml,990381802,LEAGUE AGAINST RELIGIOUS INTOLERANCE INC,2023-09-01,2024-08-31,,350 NORTHERN BLVD STE 324-1063,,ALBANY,NY,122041000,,,,250,300,0,,300,,,,,671,,false,,
202500209349100405_public.xml,752382936,MOORE COUNTY CRIME STOPPERS INC,2023-03-01,2024-02-29,,PO BOX 66,,DUMAS,TX,79029,8069354188,,,90490,81677,217,,81677,,,,,0,,false,,
202500209349100410_public.xml,873606121,Chenn's Foundation,2023-10-01,2024-09-30,,22 Prairie Grass,,Irvine,CA,92603,4089962002,,,1063560,2310745,0,,2358816,,,,,51100,,false,,
202500209349100500_public.xml,920704707,GIANNA NELL BONFIGLIO FOUNDATION,2023-01-01,2023-12-31,,905 GREENLAWN DR,,HAMMOND,LA,70401,9853456262,,,2990,2487,0,,2485,,,,,908,,false,,
202500209349100505_public.xml,810922108,FERTIC FAMILY FOUNDATION INC,2023-01-01,2023-12-31,,535 PALMETTO ROAD,,BELLEAIR,FL,33756,7709141040,,,191255,178054,0,,169779,,,,,20000,,true,,
202500209349100510_public.xml,746038270,EA HUDSON TRUST XXXXX5007,2023-10-01,2024-09-30,,10 S DEARBORN IL1-0111,,CHICAGO,IL,60603,7327679100,,,1704178,1668966,0,,2224605,,,,,93298,,false,,
202500209349100515_public.xml,873789278,Lu & Wang Family Foundation Inc,2023-11-01,2024-10-31,,784 Old Albany Post Road,,Garrison,NY,10524,4089962002,,,508197,460881,1455,,410289,,,,,24755,,false,,
202500209349100600_public.xml,202110249,NORMAN G MUNSON FOUNDATION INC,2023-12-01,2024-11-30,,1301 PRECISION PKWY,,NECEDAH,WI,54646,6083722177,,,114606,118336,0,,118336,,,,,19256,,0,,
202500209349100605_public.xml,236399302,Nanticoke Conservation Club,2024-01-01,2024-12-31,,33 East Washington Street,,Nanticoke,PA,18634,5707350418,,,10175,8856,0,,8856,,,,,,,false,,
202500209349100610_public.xml,597107079,EARL & SOPHIA SHAW CHARITABLE TRUST,2023-10-01,2024-09-30,,4250 LANCASTER PIKE STE 100,,WILMINGTON,DE,19805,3526786078,,,605116,574551,0,,1497074,,,,,0,,false,,
202500209349100700_public.xml,742979295,The Young Family Foundation,2023-10-01,2024-09-30,,115 West Putnam,,Ganado,TX,77962,3617715201,,,1958491,1927615,0,,2227909,,,,,99417,,false,,
202500209349100705_public.xml,263576329,S & R Foundation,2023-10-01,2024-09-30,,5480 Midday Common,,Fremont,CA,94555,4089962002,,,171832,180625,120,,1230110,,,,,81547,,false,,
202500209349100800_public.xml,873655751,Yellow Mountain Future Foundation,2023-11-01,2024-10-31,,1022 Narciso Ct,,San Jose,CA,95129,4089962002,,,130067,510101,0,,531630,,,,,26708,,false,,
202500209349100900_public.xml,453738062,Westgate Foundation,2023-10-01,2024-09-30,,115 Westgate Drive,,San Francisco,CA,94127,4089962002,,,222890,219637,5507,,227720,,,,,23462,,false,,
202500209349101000_public.xml,873964337,Flying Snow Foundation,2023-12-01,2024-11-30,,PO Box 581,,Medina,WA,98039,4089962002,,,86675,62979,1500,,76013,,,,,12120,,false,,
202500209349101100_public.xml,742905939,THE ROBERT SCHWAN-ANNE KRIESCHER,2023-01-01,2023-12-31,,800 N SHORELINE BLVD STE 300 N,,CORPUS CHRISTI,TX,78401,3618823132,,,1549039,1433012,0,,1425096,,,,,73000,,0,,
202500209349101105_public.xml,357119052,HERBERT FEINBERG FAMILY FOUNDATION,2023-08-01,2024-07-31,,PO BOX 1297 CHURCH ST STATION,,NEW YORK,NY,10008,4123556000,,,9592388,10073118,0,,10073118,,,,,750,,false,,
202500219349100000_public.xml,800656561,Comm for Preservation of Pioneer Jewish,2022-01-01,2022-12-31,,PO Box 861,,Garden Valley,CA,95633,,,,122629,115818,0,,118246,,,,,8207,,true,,
202500219349100100_public.xml,800656561,Comm for Preservation of Pioneer Jewish,2023-01-01,2023-12-31,,PO Box 861,,Garden Valley,CA,95633,5306269720,,,115818,128560,0,,130943,,,,,6586,,true,,
202500219349100105_public.xml,237442111,UNITED EVANGELISM INC,2023-10-01,2024-09-30,,408 E MICHIGAN,,TUCSON,AZ,85714,5207333355,,,17218,10763,0,,10763,,,,,,,false,,
202500219349100200_public.xml,223500871,NEW JERSEY ROAD RUNNERS YOUTH FOUNDATION INC,2023-10-01,2024-09-30,,111 STONE HARBOR WAY UNIT D,,DELRAY BEACH,FL,334443407,,,,519234,466320,0,,466320,,,,,50775,,false,,
202500219349100205_public.xml,461528372,READING BERKS INTERGROUP,2023-01-01,2023-12-31,,PO BOX 12157,,Reading,PA,196122157,4846469666,,,1133,89,0,,0,,,,,,,false,,
202500219349100210_public.xml,256026556,JD CHARITABLE TRUST,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,427315,407657,0,,497444,,,,,32509,,false,,
202500219349100215_public.xml,770444787,THE NICHOLSON FAMILY FOUNDATION,2023-06-01,2024-05-31,,120-4TH ST PMB 2775,,PETALUMA,CA,94953,4089429689,,,6625512,6765169,0,,8508871,,,,,368194,,0,,
202500219349100300_public.xml,883550567,Southeastern Connecticut Community Orchestra Inc,2023-01-01,2023-12-31,,P O Box 484,,Waterford,CT,06385,,,,4533,18436,0,,18436,,,,,0,,false,,
202500219349100305_public.xml,823740581,RICOCHET FOUNDATION,2023-01-01,2023-12-31,,19689 SEVENTH AVE SUITE 166,,POULSBO,WA,983708091,7046361040,,,860644,835934,0,,926557,,,,,46056,,false,,
202500219349100310_public.xml,206952088,SUSAN SATRIANO MEMORIAL CHARITABLE,2024-01-01,2024-12-31,,3012 WAVERLY AVE,,OCEANSIDE,NY,11572,5167413500,,,24167,24051,0,,24051,,,,,33794,,false,,
202500219349100315_public.xml,412073119,Slater Foundation,2023-01-01,2023-12-31,,1800 Glenarm Place 702,,Denver,CO,80202,3032161852,,,583114,538403,0,,2125236,,,,,280000,,false,,
202500219349100320_public.xml,386090665,Cassner Foundation,2023-04-01,2024-03-31,,835 South High Street,,Hillsboro,OH,45133,6149017100,,,3095546,3074194,0,,3074194,,,,,219750,,false,,
202500219349100400_public.xml,383044995,CHELSEA KIWANIS CLUB FOUNDATION,2023-10-01,2024-09-30,,P O Box 61,,Chelsea,MI,48118,,,,20421,22701,0,,22701,,,,,5000,,false,,
202500219349100405_public.xml,922524270,IRONWOOD EMPLOYEE ASSISTANCE FOUNDATION,2023-07-01,2024-06-30,,73735 IRONTREE DR,,PALM DESERT,CA,92260,8183462026,,,,31429,0,,0,,,,,,,,,
202500219349100410_public.xml,236201490,EDWARD ATKINS 4 FOUNDATION,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,1181696,1156564,0,,1371604,,,,,60090,,false,,
202500219349100500_public.xml,770415202,CENTRAL VALLEY CHARITABLE FOUNDATION,2023-07-01,2024-06-30,,PO BOX 401,,GLENBROOK,NV,894130401,5597308070,,,261306,237779,0,,494344,,,,,35000,,false,,
202500219349100505_public.xml,262198953,NATIONAL YOUNG COMPOSERS CHALLENGE INC,2023-01-01,2023-12-31,,2009 VENETIAN WAY,,WINTER PARK,FL,32789,4078481901,,,6329,3203,0,,3203,,,,,82584,,true,,
202500219349100510_public.xml,843149160,SAVE THE EARTH,2024-01-01,2024-12-31,,106 LENOX,,Granite City,IL,62040,6187970801,,,4329,0,0,,0,,,,,4814,,false,,
202500219349100515_public.xml,236201204,JOHN H WANNER # 6,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,3583699,3543021,0,,4325948,,,,,205842,,false,,
202500219349100520_public.xml,256658644,THE DOROTHY B AND S LAWRENCE KOPLOVITZ,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,1753456,1699965,0,,2083408,,,,,105853,,false,,
202500219349100600_public.xml,371500707,GC DIVERS PARENTS ORGANIZATION,2023-09-01,2024-08-31,,P O Box 783,,Keller,TX,76244,,,,8199,10224,0,,10224,,,,,0,,false,,
202500219349100605_public.xml,200499831,WALLACE AND JUNE BLUME,2023-10-01,2024-09-30,,4666 LEIGHTON LAKES DRIVE,,WAYLAND,MI,49348,6163930398,,,30045025,37496433,0,,40040833,,,,,3704765,,false,,
202500219349100610_public.xml,934600563,ESSENSE,2023-11-21,2023-12-31,,12121 FRANKSTOWN RD 5055,,PITTSBURGH,PA,15235,4089882900,,,,500000,0,,500000,,,,,,,true,,
202500219349100615_public.xml,463780908,CHOICE CHARITIES,2023-01-01,2023-12-31,,1330 GRAND PLACE,,VANCOUVER,WA,98661,8004725625,,,16426,2832,0,,1407,,,,,,,false,,
202500219349100700_public.xml,205720210,BETHLEHEM HIGH SCHOOL FOUNDATION,2023-07-01,2024-06-30,,951 WITHROW COURT,,BARDSTOWN,KY,40004,8885871719,,,988671,1015267,0,,1338818,,,,,58306,,0,,
202500219349100705_public.xml,356058737,ANDERSON FINE ARTS FOUNDATION INC,2023-05-01,2024-04-30,,32 W 10TH STREET,,ANDERSON,IN,46016,7656448888,,,2746594,2532035,5498,,2532035,,,,,400861,,1,,
202500219349100710_public.xml,236273100,WARREN C BATROFF TRUST,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,1316264,1295719,0,,1581796,,,,,69789,,false,,
202500219349100800_public.xml,881431511,THE VERSACE FOUNDATION,2023-04-01,2024-03-31,,CO RCM PO BOX 5016,,NEW YORK,NY,101855016,5183278353,,,9974461,9824532,10696,,10436708,,,,,505096,,0,,
202500219349100805_public.xml,934972478,GROTTO PIZZA DOMINICK PULIERU PRIVATE,2023-12-20,2023-12-31,,20376 COASTAL HIGHWAY,,REHOBOTH BEACH,DE,19971,3022307171,,,0,100000,0,,100000,,,,,0,,0,,
202500219349100810_public.xml,731614499,OEA FOUNDATION FOR QUALITY TEACHING,2023-09-01,2024-08-31,,PO BOX 18485,,OKLAHOMA CITY,OK,73154,4058487313,,,2160,1510,0,,1510,,,,,650,,false,,
202500219349100815_public.xml,934820889,PS PRIVATE FOUNDATION,2023-01-01,2023-12-31,,9815 DERBYSHIRE DR,,Frisco,TX,75035,4693209030,,,0,0,0,,0,,,,,,,,,
202500219349100900_public.xml,236201637,FOREMAN FLEISHER #2 TRUST,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,415721,407499,0,,497069,,,,,22846,,false,,
202500219349101000_public.xml,237879529,ROMAINE GILMOUR TESTAMENTARY TRUST FOR THE,2023-10-01,2024-09-30,,500 FIRST AVE P7-PFSC-03-Z,,PITTSBURGH,PA,15219,3302555814,,,1149188,1110044,0,,1361500,,,,,67886,,false,,
